									
1	Итак	итак	ADV	_	_	_	_	_	@vvp1934m-words#@vvp1934m#634.21#634.486
2	/	/	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#634.486#634.762
3	поговорим	поговорить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#634.762#635.038
4	о	о	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#635.038#635.314
5	языке	язык	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#635.314#635.59
6	значит	значить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#635.62#635.985
7	/	/	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#635.985#636.35
8	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934m-words#@vvp1934m#636.35#636.715
9	утверждаете	утверждать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#636.715#637.08
10	/	/	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#637.08#637.445
11	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934m-words#@vvp1934m#637.445#637.81
12	вас	вы	PRON	_	Case=Acc|Number=Plur|Person=2	_	_	_	@vvp1934m-words#@vvp1934m#637.81#638.175
13	цитирую	цитировать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#638.175#638.54
14	/	/	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#638.54#638.905
15	что	что	SCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#638.905#639.27
16	самые	самый	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@vvp1934m-words#@vvp1934m#639.27#639.635
17	сложные	сложный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@vvp1934m-words#@vvp1934m#639.635#640.0
18	после	после	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#640.0#640.365
19	нашей	наш	DET	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#640.365#640.73
20	вселенной	вселенная	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#640.73#641.095
21	/	/	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#641.095#641.46
22	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#641.46#641.825
23	человеческий	человеческий	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#641.825#642.19
24	мозг	мозг	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#642.19#642.555
25	и	и	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#642.555#642.92
26	язык	язык	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#642.92#643.3
27	#цыкает#	#цыкает#	Х	_	_	_	_	_	@vvp1934m-words#@vvp1934m#643.6#643.863
28	про	про	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#643.863#644.126
29	мозг	мозг	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#644.126#644.389
30	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@vvp1934m-words#@vvp1934m#644.389#644.652
31	уже	уже	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#644.652#644.915
32	как-то	как-то	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#644.915#645.178
33	поговорили	поговорить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#645.178#645.441
34	/	/	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#645.441#645.704
35	хотя	хотя	SCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#645.704#645.967
36	вернемся	вернуться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Mid	_	_	_	@vvp1934m-words#@vvp1934m#645.967#646.23
37	к	к	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#646.23#646.493
38	нему	он	PRON	_	Case=Dat|Gender=Masc|Number=Sing|Person=3	_	_	_	@vvp1934m-words#@vvp1934m#646.493#646.756
39	еще	еще	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#646.756#647.019
40	раз…	раз	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#647.019#647.282
41	не	не	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#647.282#647.545
42	раз	раз	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#647.545#647.808
43	/	/	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#647.808#648.071
44	или	или	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#648.071#648.334
45	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@vvp1934m-words#@vvp1934m#648.334#648.597
46	нас	мы	PRON	_	Case=Acc|Number=Plur|Person=1	_	_	_	@vvp1934m-words#@vvp1934m#648.597#648.86
47	вернет	вернуть	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#648.86#649.123
48	к	к	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#649.123#649.386
49	себе	себя	PRON	_	Case=Dat	_	_	_	@vvp1934m-words#@vvp1934m#649.386#649.649
50	/	/	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#649.649#649.912
51	уж	уж	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#649.912#650.175
52	тут	тут	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#650.175#650.438
53	не	не	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#650.438#650.701
54	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#650.701#650.964
55	как	как	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#650.964#651.227
56	сказать	сказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#651.227#651.49
57	в	в	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#652.32#652.653
58	чем	что	PRON	_	Case=Loc	_	_	_	@vvp1934m-words#@vvp1934m#652.653#652.986
59	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#652.986#653.319
60	уж	уж	ADV	_	Degree=Pos	_	_	_	@vvp1934m-words#@vvp1934m#653.319#653.652
61	сложность	сложность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#653.652#653.985
62	языка	языка	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#653.985#654.32
63	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#653.985#654.32
64	конечно	конечно	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#658.84#659.31
65	да	да	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#749.636#750.021
66	да	да	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#751.439#751.779
67	ну	ну	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#770.538#770.933
68	аа	аa	INTJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#778.834#779.177
69	и	и	CCONJ	_	_	_	_	_	@vvp1934m-words#@vvp1934m#779.177#779.52
70	никакого	никакой	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#779.52#779.863
71	толкования	толкование	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#779.863#780.208
72	конечно	конечно	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#890.186#890.653
73	конечно	конечно	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#890.653#891.121
74	хорошо	хорошо	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#893.219#893.555
75	/	/	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#893.555#893.891
76	скажите	сказать	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#893.891#894.227
77	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@vvp1934m-words#@vvp1934m#894.227#894.563
78	пожалуйста	пожалуйста	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#894.563#894.899
79	/	/	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#894.899#895.235
80	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934m-words#@vvp1934m#895.235#895.571
81	ли	ли	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#895.571#895.907
82	ген	ген	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#895.907#896.243
83	языка	язык	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#896.243#896.579
84	на	на	ADP	_	_	_	_	_	@vvp1934m-words#@vvp1934m#896.579#896.915
85	ваш	ваш	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#896.915#897.251
86	взгляд	взгляд	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934m-words#@vvp1934m#897.251#897.592
87	?	?	PUNCT	_	_	_	_	_	@vvp1934m-words#@vvp1934m#897.251#897.592
88	нету	нет	PART	_	_	_	_	_	@vvp1934m-words#@vvp1934m#902.164#902.604
89	ээм	эм	INTJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#655.21#655.538
90	вот	вот	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#655.538#655.866
91	если	если	SCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#655.866#656.194
92	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@tvc1947f-words#@tvc1947f#656.194#656.522
93	позволите	позволить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#656.522#656.85
94	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#656.85#657.178
95	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@tvc1947f-words#@tvc1947f#657.178#657.506
96	на	на	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#657.506#657.834
97	шаг	шаг	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#657.834#658.162
98	раньше	рано	ADV	_	Degree=Cmp	_	_	_	@tvc1947f-words#@tvc1947f#658.162#658.49
99	отступлю	отступить	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#658.49#658.82
100	все	весь	DET	_	Case=Nom|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#659.32#659.793
101	живые	живой	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#659.793#660.266
102	организмы	организм	NOUN	_	Animacy=Inan|Case=Nom|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#660.266#660.739
103	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#660.739#661.212
104	все	весь	DET	_	Case=Nom|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#661.212#661.685
105	любой	любой	DET	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#661.685#662.158
106	степени	степень	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#662.158#662.631
107	сложности	сложность	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#662.631#663.104
108	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#663.104#663.577
109	имеют	иметь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#663.577#664.05
110	какие-то	какой-то	DET	_	Case=Nom|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#664.05#664.523
111	системы	система	NOUN	_	Animacy=Inan|Case=Nom|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#664.523#664.996
112	коммуникации	коммуникация	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#664.996#665.48
113	кто	кто	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#665.909#666.328
114	коммуницирует	коммуницировать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#666.328#666.747
115	с	с	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#666.747#667.166
116	помощью	помощь	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#667.166#667.585
117	химии	химия	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#667.585#668.004
118	скажем	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#668.004#668.423
119	инфузория-туфелька	инфузория-туфелька	NOUN	_	Animacy=Amim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#668.423#668.842
120	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#669.261#669.68
121	кто	кто	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#669.68#670.099
122	с	с	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#670.099#670.518
123	помощью	помощь	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#670.518#670.937
124	электричества	электричество	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#670.937#671.356
125	какой-нибудь	какой-нибудь	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#671.356#671.775
126	электрический	электрический	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#671.775#672.194
127	скат	скат	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#672.194#672.613
128	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#672.613#673.032
129	кто-то	кто-то	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#673.032#673.451
130	активно	активно	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#673.451#673.87
131	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#673.87#674.289
132	кто	кто	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#674.289#674.708
133	запаховым	запаховый	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#674.708#675.127
134	образом	образ	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#675.127#675.546
135	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#675.546#675.965
136	кто	кто	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#675.965#676.384
137	акустически	акустически	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#676.384#676.803
138	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#676.803#677.222
139	нет	нет	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#677.222#677.641
140	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#677.641#678.06
141	организмов	организм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#678.06#678.479
142	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#678.479#678.898
143	которые	который	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#678.898#679.317
144	не	не	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#679.317#679.736
145	вступают	вступать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#679.736#680.155
146	в	в	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#680.155#680.574
147	коммуникацию	коммуникация	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#680.574#680.993
148	к	к	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#680.993#681.412
149	себе	себя	PRON	_	Case=Dat	_	_	_	@tvc1947f-words#@tvc1947f#681.412#681.831
150	подобными	подобный	ADJ	_	Case=Ins|Degree=Pos|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#681.831#682.25
151	или	или	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#682.25#682.669
152	со	с	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#682.669#683.088
153	своими	свой	DET	_	Case=Ins|Case=Ins|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#683.088#683.507
154	врагами	враг	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#683.507#683.926
155	или	или	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#683.926#684.345
156	даже	даже	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#684.345#684.764
157	отчасти	отчасти	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#684.764#685.183
158	жертвами	жертва	NOUN	_	Animacy=Anim|Case=Ins|Number=Plur	_	_	_	@tvc1947f-words#@tvc1947f#685.183#685.637
159	#вздох#	#вздох#	X	_		_	_	_	@tvc1947f-words#@tvc1947f#685.999#686.37
160	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#686.37#686.741
161	и	и	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#686.741#687.112
162	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#687.112#687.483
163	встает	вставать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tvc1947f-words#@tvc1947f#687.483#687.854
164	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#687.854#688.225
165	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#688.225#688.596
166	а	а	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#688.596#688.967
167	что	что	PRON	_	Case=Nom	_	_	_	@tvc1947f-words#@tvc1947f#688.967#689.338
168	такого	такой	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#689.338#689.709
169	почему	почему	ADV	_	Degree=Pos	_	_	_	@tvc1947f-words#@tvc1947f#689.709#690.08
170	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#690.08#690.451
171	пафос	пафос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#690.451#690.822
172	вокруг	вокруг	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#690.822#691.193
173	именно	именно	PART	_	_	_	_	_	@tvc1947f-words#@tvc1947f#691.193#691.564
174	человеческого	человеческий	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#691.564#691.935
175	языка	язык	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@tvc1947f-words#@tvc1947f#691.935#692.306
176	/	/	PUNCT	_	_	_	_	_	@tvc1947f-words#@tvc1947f#692.306#692.677
177	и	и	CCONJ	_	_	_	_	_	@tvc1947f-words#@tvc1947f#692.677#693.048
178	на	на	ADP	_	_	_	_	_	@tvc1947f-words#@tvc1947f#693.048#693.419
